Titulo,Zona,Precio,Habitaciones,Aseos,Metros cuadrados,Planta,Precio (€/m²),Antigüedad,Estado conservacion,URL,Descripcion
"Piso en venta en Avinguda de Francesc Macià, cerca de Carrer de Sant Lluís",Esparreguera,158400 ,4, 2 ,132 ,1ª,1.200,Entre 30 y 50 años,En buen estado,https://www.pisos.com/comprar/piso-esparreguera_centro_urbano-85016115265_324700/,"Piso en venta situado en la población de Esparreguera, provincia de Barcelona. El inmueble tiene una superficie construida de 132 m² y útil de 105 m² distribuidos en recibidor, salón-comedor con salida a balcón, cocina independiente con lavadero, 1 habitación doble y 3 individuales; más 1 aseo y 1 baño completo con bañera. Acabados con suelo de gres, carpintería interior de haya y exterior de aluminio. Precisa reformas. La localidad de Esparreguera permite un fácil acceso por carretera A-2 a 25 minutos de Barcelona, próximo al Ayuntamiento y junto a las zonas más comerciales y transitadas de la localidad. A su alrededor podemos encontrar supermercados, colegios y restaurantes, a tan solo 20 minutos de Barcelona y perfectamente comunicada gracias al servicio de autobuses.Si desea más información, no dude en contactar con nosotros y le informaremos de todo lo que necesite sin ningún compromiso. Disponemos de una amplia cartera de inmuebles en municipios del Baix Llobregat (Olesa de Montserrat, Esparreguera, Abrera, Martorell...) o la Anoia (Collbató, Igualada, Vilanova del Camí...)."
Casa en venta en Carrer de Santiago Rusiñol,Esparreguera,A consultar,5, 2 ,136 ,-,-,Entre 30 y 50 años,A reformar,https://www.pisos.com/comprar/casa-esparreguera_centro_urbano-58389981751_324700/,"Torre en venta situada en la urbanización de Can Rial de la población de Esparreguera, provincia de Barcelona. El inmueble tiene una superficie construida de 136 m² con jardín; distribuida en salón-comedor 30 m² con chimenea, cocina a reformar; 2 habitaciones dobles y 3 individuales, estudio de 36 m² abuhardillado con zona trastero; 1 aseo reformado y 1 baño completo a reformar. Garaje 1 coche en planta baja. Acabados de gres, terrazo y carpintería exterior de aluminio. Todo el inmueble precisa de reformas. La urbanización de Can Rial, está a tan solo 15 min de la población de Esparreguera que permite un fácil acceso por carretera A-2 a 25 minutos de Barcelona, próximo al Ayuntamiento y junto a las zonas más comerciales y transitadas de la localidad. A su alrededor podemos encontrar supermercados, colegios y restaurantes, a tan solo 20 minutos de Barcelona y perfectamente comunicada gracias al servicio de autobuses.Si desea más información, no dude en contactar con nosotros y le informaremos de todo lo que necesite sin ningún compromiso. Disponemos de una amplia cartera de inmuebles en municipios del Baix Llobregat (Olesa de Montserrat, Esparreguera, Abrera, Martorell...) o la Anoia (Collbató, Igualada, Vilanova del Camí...)."
Finca rústica en venta en Esparreguera,Esparreguera,A consultar,-,-,193.899 ,-,-,-,-,https://www.pisos.com/comprar/finca_rustica-esparreguera_centro_urbano-95899968244_100500/,"En venta por jubilación del dueño, precio a convenir +++ se vende enorme finca rústica de casi 20 hectáreas en la zona de can rubio en esparreguera (baix llobregat-norte), en una zona inmejorable con unas increibles vistas de todo el entorno. Es ideal para granja agrícola y ganadera, para gente joven y emprendedora con ideas de futuro, muchas posibilidades de negocio !!!.  Catalogado como finca rústica y agricola pero con posibilidad de realizar una construcción si se desea. .  Rodeado de olivos, pinos, matorrales, etc.... Dispone de 5 tomas de agua directa desde la localidad..  Muchas posibilidades, ideal para la cria y adiestramiento de animales, o simplemente como inversión..  +++ llamanos y haremos una visita sin compromiso +++"
"Piso en venta en Esparreguera, Zona de - Esparreguera",Esparreguera,110000 ,2, 1 ,77 ,4ª,1.428,Entre 30 y 50 años,En buen estado,https://www.pisos.com/comprar/piso-esparreguera_centro_urbano-99258032292_519327/,"Totalmente reformado 77m². Salón comedor 20 m². Con salida balcón. Cocina office nueva 2 habitaciones dobles (posibilidad de 3)  1 con balcón. Baño grande con bañera nuevo Carpintería interior roble, exterior aluminio climalit.  Suelo parquet de tablilla Calefacción gas 1 aparato de aire acondicionado  con bomba de calor. No ascensor Gastos comunidad  20,-€/mes"
"Casa adosada en venta en Carrer de la Gardènia, cerca de Carrer de la Petúnia",Esparreguera,67100 ,2, 1 ,43 ,-,1.560,Entre 30 y 50 años,A reformar,https://www.pisos.com/comprar/casa_adosada-esparreguera_centro_urbano-85016727039_324700/,"Casa adosada en venta situada en la urbanización de Mas d´en Gall de la población de Esparreguera, provincia de Barcelona. El inmueble tiene una superficie construida de 40 m² distribuidos en comedor, cocina independiente, 1 habitación doble y 1 individual y 1 baño. Dispone de terreno ajardinado en la entrada. Acabados en suelo de gres, carpintería interior de haya y exterior de aluminio. Precisa reforma. La urbanización de Mas d´en Gall está a tan solo 10 min de la población de Esparreguera, que permite un fácil acceso por carretera A-2 a 25 minutos de Barcelona, próximo al Ayuntamiento y junto a las zonas más comerciales y transitadas de la localidad. A su alrededor podemos encontrar supermercados, colegios y restaurantes, a tan solo 20 minutos de Barcelona y perfectamente comunicada gracias al servicio de autobuses.Si desea más información, no dude en contactar con nosotros y le informaremos de todo lo que necesite sin ningún compromiso. Disponemos de una amplia cartera de inmuebles en municipios del Baix Llobregat (Olesa de Montserrat, Esparreguera, Abrera, Martorell...) o la Anoia (Collbató, Igualada, Vilanova del Camí...)."
"Piso en venta en Avinguda de Francesc Macià, cerca de Carrer de Sant Lluís",Esparreguera,112400 ,4, 2 ,137 ,2ª,820,Entre 30 y 50 años,En buen estado,https://www.pisos.com/comprar/piso-esparreguera_centro_urbano-77502040111_324700/,"Piso en venta situado en la población de Esparreguera, provincia de Barcelona. El inmueble tiene una superficie construida de 137.21 m² aprox. y útil de 107.86 m², distribuidos en recibidor, cocina independiente tipo office, salón-comedor amplio con salida a balcón que da a la zona exterior, 2 habitaciones dobles y 2 individuales; más 2 baños completos.Acabados con suelo de gres, carpintería interior de roble y exterior de aluminio. Precisa reformas. Finca con ascensor. ¡SE PUEDE PASAR OFERTA DEL INMUEBLE!La localidad de Esparreguera permite un fácil acceso por carretera A-2 a 25 minutos de Barcelona, próximo al Ayuntamiento y junto a las zonas más comerciales y transitadas de la localidad. A su alrededor podemos encontrar supermercados, colegios y restaurantes, a tan solo 20 minutos de Barcelona y perfectamente comunicada gracias al servicio de autobuses.Si desea más información, no dude en contactar con nosotros y le informaremos de todo lo que necesite sin ningún compromiso. Disponemos de una amplia cartera de inmuebles en municipios del Baix Llobregat (Olesa de Montserrat, Esparreguera, Abrera, Martorell...) o la Anoia (Collbató, Igualada, Vilanova del Camí...)."
Casa en venta en Can Rial,Esparreguera,296900 ,3, 3 ,102 ,-,2.910,Entre 30 y 50 años,En buen estado,https://www.pisos.com/comprar/casa-esparreguera_centro_urbano-813181337_510396/,"FABULOSA CASA EN CAN RIAL, ESPARRAGUERACon muy buenas vistas a Montserrat, consta de un gran comedor con fuego a tierra, una amplia cocina de 12 M2 con salida al exterior, dormitorios dobles con armarios empotrados y un estudio diáfano puede ser otro dormitorio, sala de juego, etc… Hay también 2 baños completos y 1 de cortesía, calefacción en toda la casa y aire acondicionado, los cristales son dobles, una bonita piscina a todo sol y una bodega. El parking a pie de calle, para 2 coches de tierra, depósito de agua de 20.000 litros para el riego en aspersión, el  muro frontal de granito dorado de 40 M, tiene una parcela de 2.900 M2 que se podría segregar, gran parte es llano. Fácil acceso desde Barcelona por A2 en 30 minutos."
Casa en venta en Esparreguera,Esparreguera,283000 ,4, 2 ,150 ,-,1.886,Entre 30 y 50 años,En buen estado,https://www.pisos.com/comprar/casa-esparreguera_centro_urbano-2570437963_100500/,"Casa adosada esquinera de 150m2 con garaje y patio, distribuida:.  .  -Planta baja: comedor de 20m2 con salida patio 90m2, cocina independiente 10m2 con salida patio, aseo, 1 habitación individual exterior..  .  -Primera planta: 3 habitaciones exteriores (2 dobles), baño completo con bañera..  .  Suelo de gres, carpintería interior de roble y exterior de aluminio, la vivienda necesita una reforma para entrar a vivir..  .  Ubicado en el núcleo urbano, cerca de comercios, supermercados, colegios, zonas verdes..  .  Disponemos de una amplia oferta de financiación, le realizamos un estudio y asesoramiento hipotecario a su medida, totalmente gratuito!!."
Piso en venta en Esparreguera,Esparreguera,93000 ,-,-,70 ,Entresuelo,1.328,-,A reformar,https://www.pisos.com/comprar/piso-esparreguera_centro_urbano-95058176993_519327/,"Altura piso entresuelo, piso superficie total 70 m², superficie útil 70 m², estado conservación: a reformar, nº de planta: 1."
Casa en venta en Esparreguera,Esparreguera,179900 ,2, 1 ,96 ,-,1.873,Entre 10 y 20 años,En buen estado,https://www.pisos.com/comprar/casa-esparreguera_centro_urbano-1744692516_324700/,"En Esparreguera, se sitúa una acogedora casa de 82m2 con garaje, en el mismo centro junto a la zona de la iglesia, a pie de calle una entrada particular da paso a la vivienda con un recibidor que distribuye el salón-comedor 22m2 con dos ventanales, cocina independiente con zona office con electrodomésticos y grifería a estrenar con zona lavadero. Dispone de 1 dormitorio principal y 1 habitación individual; baño completo con bañera en perfecto estado y con grifería a estrenar. Acabados cálidos con parquet en todas las estancias excepto gres en cocina y baño. Calefacción gas y bomba de calor. Finca del 2005. Plaza de parking muy amplia sobre los 14m2.Vivienda a pie de todos los servicios, no pierda la oportunidad de vivir en una zona para toda la vida."
Dúplex en venta en Centro,Esparreguera,178000 ,5, 2 ,132 ,2ª,1.348,Entre 30 y 50 años,En buen estado,https://www.pisos.com/comprar/duplex-esparreguera_centro_urbano-98344474896_324700/,"En Esparreguera, en el centro, a 2 minutos de Ambulatorio. Amplio y Reformado Dúplex de 132m2 con terraza-solarium 18m2 con bonitas vistas. Vivienda en planta con comedor con balcón, cocina 6m2 con lavadero independiente, 2 habitaciones dobles y 1 baño completo con ducha.En planta superior: 2 dormitorios y 1 habitación individual, 1 baño completo con bañera. Armario empotrado en el pasillo. Terraza-solarium con bonitas vistas. Pequeño trastero. Vivienda de 1980 pero reformada en 2007, sólo 1 vecino en la finca, sin ascensor, 2º piso.Acabados en parquet, carpintería de haya y exterior de aluminio blanco con climalit.Osmosis y descalcificador. Calefacción gas. Instalación eléctrica nueva.Ubicación Ideal a pie de todos los servicios: supermercado, comercios, ambulatorio, colegio e instituto. En zona de la Iglesia."
"Chalet adosado en venta en Carrer de Pau Claris, cerca de Carrer de Serafí Pitarra",Esparreguera,281200 ,5, 3 ,172 ,-,1.634,Entre 30 y 50 años,En buen estado,https://www.pisos.com/comprar/chalet_adosado-esparreguera_centro_urbano-1687591973_324700/,"Casa en venta situada en la urbanización de Can Rial perteneciente al municipio de Esparreguera, provincia de Barcelona. La vivienda tiene una superficie construida de 172 m² y útil de 160 m² está distribuida en 3 plantas: En primera planta: Salón-comedor, cocina independiente, 2 dormitorios, baño completo y balcón. En segunda planta: 3 dormitorios y un baño completo. En tercera planta: Zona exterior ajardinada, con acceso a sala diáfana con cocina office y 1 baño. Acabados con suelo de gres, carpintería interior de haya y exterior de aluminio. Se encuentra en la urbanización de Can Rial, a 10 minutos del centro de Esparreguera; fácil acceso por carretera A-2 a 25 minutos de Barcelona, próximo al Ayuntamiento y junto a las zonas más comerciales y transitadas de la localidad. A su alrededor podemos encontrar supermercados, colegios y restaurantes, a tan solo 20 minutos de Barcelona y perfectamente comunicada gracias al servicio de autobuses.Si desea más información del inmueble no dude en contactar con nosotros y le informaremos de todo lo que necesite sin ningún compromiso. Disponemos de una amplia cartera de inmuebles que podemos ofrecerle desde casas, pisos, chalets, etc., en todas las poblaciones de la zona: Olesa de Montserrat, Abrera, Esparreguera, Piera, Hostalets de Pierola, etc. Consúltenos."
"Casa en venta en Carrer de la Circumval·lació,  60",Esparreguera,375300 ,3, 3 ,398 ,-,942,-,A estrenar,https://www.pisos.com/comprar/casa-esparreguera_centro_urbano-93357492335_109700/,"Casa unifamiliar que se distribuye en dos plantas con salón-comedor, cocina, tres dormitorios y tres baños. Dispone de plaza de parking incluida. Se localiza en la Urbanización de Can Vinyals, cerca del acceso a la C-55 y a 1h en coche a Barcelona.Este inmueble se vende conjuntamente con  vivienda"
Casa en venta en Can Fosalba,Esparreguera,410000 ,7, 3 ,220 ,-,1.863,Entre 30 y 50 años,En buen estado,https://www.pisos.com/comprar/casa-esparreguera_centro_urbano-69174722145_324700/,"En urbanización can fosalba de esparreguera. Preciosa torre de 220 m² aprox distribuida en planta baja + 2 plantas con precioso jardín de 1 hectárea con árboles frutales, olivos...barbacoa y amplia piscina con zona ajardinada alrededor. La vivienda está distribuida en planta baja: garaje 1 coche, 4 dormitorios y 2 baños completos; en 1ª planta: amplio salón-comedor en dos ambientes, cocina office, 1 dormitorio y 1 baño. En 2ª planta abuhardillada: 2 habitaciones y una sala-trastero. En el exterior hay un porche para resguardar 2 coches. Recibidor.  Vistas a montserrat - vivienda muy bien conservada"
